downtime_id,machine_id,date,downtime_category,duration_hours,downtime_cost,shift_affected,was_scheduled,impact_description
DT-000225,MCH-002,2025-04-30,Planned Maintenance,1.07,27.31,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-000226,MCH-002,2024-02-26,Planned Maintenance,0.27,6.78,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-000227,MCH-002,2025-09-02,Planned Maintenance,2.3,58.55,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-000228,MCH-002,2025-12-29,Planned Maintenance,0.74,18.92,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-000229,MCH-002,2025-12-02,Planned Maintenance,1.23,31.42,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-000230,MCH-002,2025-01-01,Planned Maintenance,0.71,18.02,Morning (6AM-2PM),True,Scheduled service - production rerouted
DT-000231,MCH-002,2024-02-21,Planned Maintenance,1.35,34.45,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-000232,MCH-002,2025-11-14,Planned Maintenance,1.8,45.87,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
DT-000233,MCH-002,2024-04-05,Planned Maintenance,0.97,24.81,Night (10PM-6AM),True,Scheduled service - production rerouted
DT-000234,MCH-002,2024-04-10,Unplanned Breakdown,3.14,368.2,Night (10PM-6AM),False,Emergency repair required - jobs delayed
DT-000235,MCH-002,2025-06-18,Unplanned Breakdown,0.18,87.03,Night (10PM-6AM),False,Emergency repair required - jobs delayed
DT-000236,MCH-002,2024-04-24,Unplanned Breakdown,2.44,257.33,Morning (6AM-2PM),False,Emergency repair required - jobs delayed
DT-000237,MCH-002,2024-02-01,Unplanned Breakdown,1.78,137.4,Night (10PM-6AM),False,Emergency repair required - jobs delayed
DT-000238,MCH-002,2025-01-16,Unplanned Breakdown,4.04,263.62,Afternoon (2PM-10PM),False,Emergency repair required - jobs delayed
DT-000239,MCH-002,2025-07-15,Unplanned Breakdown,1.52,162.93,Afternoon (2PM-10PM),False,Emergency repair required - jobs delayed
DT-000240,MCH-002,2024-10-09,Unplanned Breakdown,2.42,279.89,Afternoon (2PM-10PM),False,Emergency repair required - jobs delayed
DT-000241,MCH-002,2025-04-17,Unplanned Breakdown,2.94,232.95,Morning (6AM-2PM),False,Emergency repair required - jobs delayed
DT-000242,MCH-002,2025-04-22,Unplanned Breakdown,3.43,376.47,Afternoon (2PM-10PM),False,Emergency repair required - jobs delayed
DT-000243,MCH-002,2024-01-25,Unplanned Breakdown,1.85,118.2,Night (10PM-6AM),False,Emergency repair required - jobs delayed
DT-000244,MCH-002,2025-03-03,Unplanned Breakdown,1.88,286.33,Afternoon (2PM-10PM),False,Emergency repair required - jobs delayed
DT-000245,MCH-002,2024-12-02,Tooling Change,0.34,8.57,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000246,MCH-002,2024-11-28,Tooling Change,0.26,6.6,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000247,MCH-002,2025-10-15,Tooling Change,0.45,11.42,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000248,MCH-002,2025-04-11,Tooling Change,0.27,6.78,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000249,MCH-002,2025-05-05,Tooling Change,0.39,10.0,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000250,MCH-002,2024-11-20,Tooling Change,0.36,9.28,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000251,MCH-002,2025-02-13,Tooling Change,0.45,11.42,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000252,MCH-002,2025-07-03,Tooling Change,0.3,7.67,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000253,MCH-002,2025-12-02,Tooling Change,0.4,10.17,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000254,MCH-002,2024-11-13,Tooling Change,0.33,8.39,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000255,MCH-002,2024-10-15,Tooling Change,0.26,6.6,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000256,MCH-002,2025-07-08,Tooling Change,0.45,11.6,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000257,MCH-002,2025-12-16,Tooling Change,0.45,11.42,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000258,MCH-002,2025-05-14,Tooling Change,0.41,10.35,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000259,MCH-002,2024-10-18,Tooling Change,0.47,11.96,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000260,MCH-002,2025-01-06,Tooling Change,0.41,10.53,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000261,MCH-002,2025-08-06,Tooling Change,0.62,15.89,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000262,MCH-002,2024-01-23,Tooling Change,0.41,10.35,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000263,MCH-002,2025-10-07,Tooling Change,0.39,10.0,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000264,MCH-002,2025-07-11,Tooling Change,0.34,8.74,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000265,MCH-002,2025-02-18,Tooling Change,0.32,8.21,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000266,MCH-002,2024-06-20,Tooling Change,0.35,8.92,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000267,MCH-002,2025-03-13,Tooling Change,0.41,10.35,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000268,MCH-002,2025-12-11,Tooling Change,0.25,6.43,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000269,MCH-002,2025-04-02,Tooling Change,0.32,8.21,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000270,MCH-002,2025-01-31,Tooling Change,0.36,9.11,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000271,MCH-002,2024-04-01,Tooling Change,0.24,6.07,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000272,MCH-002,2025-09-25,Tooling Change,0.4,10.17,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000273,MCH-002,2024-08-12,Tooling Change,0.19,4.82,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000274,MCH-002,2025-01-06,Tooling Change,0.34,8.57,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000275,MCH-002,2025-08-18,Tooling Change,0.24,6.24,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000276,MCH-002,2025-05-20,Tooling Change,0.38,9.64,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000277,MCH-002,2024-04-19,Tooling Change,0.3,7.67,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000278,MCH-002,2025-10-29,Tooling Change,0.47,11.96,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000279,MCH-002,2025-01-15,Tooling Change,0.32,8.21,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000280,MCH-002,2024-10-10,Tooling Change,0.36,9.28,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000281,MCH-002,2025-05-28,Tooling Change,0.24,6.07,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000282,MCH-002,2024-01-18,Tooling Change,0.24,6.24,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000283,MCH-002,2025-10-31,Tooling Change,0.22,5.54,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000284,MCH-002,2024-11-14,Tooling Change,0.39,10.0,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000285,MCH-002,2024-12-16,Tooling Change,0.32,8.03,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000286,MCH-002,2024-07-10,Tooling Change,0.32,8.21,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000287,MCH-002,2025-12-01,Tooling Change,0.45,11.42,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000288,MCH-002,2024-05-27,Tooling Change,0.47,11.96,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000289,MCH-002,2025-01-14,Tooling Change,0.27,6.96,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000290,MCH-002,2024-12-03,Tooling Change,0.23,5.89,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000291,MCH-002,2025-04-16,Tooling Change,0.44,11.24,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000292,MCH-002,2024-03-19,Tooling Change,0.34,8.74,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000293,MCH-002,2025-01-09,Tooling Change,0.45,11.6,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000294,MCH-002,2025-06-03,Tooling Change,0.46,11.78,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000295,MCH-002,2024-06-14,Tooling Change,0.36,9.11,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000296,MCH-002,2024-08-16,Tooling Change,0.41,10.35,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000297,MCH-002,2024-07-29,Tooling Change,0.29,7.32,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000298,MCH-002,2024-05-03,Tooling Change,0.47,11.96,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000299,MCH-002,2024-07-09,Tooling Change,0.29,7.5,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000300,MCH-002,2024-08-05,Tooling Change,0.22,5.54,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000301,MCH-002,2024-09-02,Tooling Change,0.62,15.71,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000302,MCH-002,2025-10-30,Tooling Change,0.48,12.14,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000303,MCH-002,2025-03-20,Tooling Change,0.39,10.0,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000304,MCH-002,2025-01-23,Tooling Change,0.67,17.14,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000305,MCH-002,2024-07-16,Tooling Change,0.31,7.85,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000306,MCH-002,2024-07-12,Tooling Change,0.33,8.39,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000307,MCH-002,2024-03-11,Tooling Change,0.38,9.64,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000308,MCH-002,2025-05-08,Tooling Change,0.31,7.85,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000309,MCH-002,2024-03-12,Tooling Change,0.34,8.57,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000310,MCH-002,2024-08-22,Tooling Change,0.33,8.39,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000311,MCH-002,2025-09-23,Tooling Change,0.35,8.92,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000312,MCH-002,2024-11-21,Tooling Change,0.32,8.03,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000313,MCH-002,2025-03-11,Tooling Change,0.54,13.75,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000314,MCH-002,2025-12-10,Tooling Change,0.32,8.21,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000315,MCH-002,2025-04-02,Tooling Change,0.36,9.11,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000316,MCH-002,2024-04-03,Tooling Change,0.41,10.35,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000317,MCH-002,2024-07-23,Tooling Change,0.33,8.39,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000318,MCH-002,2025-11-07,Tooling Change,0.29,7.32,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000319,MCH-002,2024-01-17,Tooling Change,0.29,7.32,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000320,MCH-002,2025-03-05,Tooling Change,0.24,6.07,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000321,MCH-002,2024-04-15,Tooling Change,0.5,12.67,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000322,MCH-002,2025-01-14,Tooling Change,0.25,6.43,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000323,MCH-002,2025-09-12,Tooling Change,0.29,7.5,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000324,MCH-002,2024-03-20,Tooling Change,0.34,8.74,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000325,MCH-002,2025-02-26,Tooling Change,0.32,8.21,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000326,MCH-002,2024-12-17,Tooling Change,0.33,8.39,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000327,MCH-002,2024-10-07,Tooling Change,0.34,8.57,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000328,MCH-002,2024-08-09,Tooling Change,0.34,8.57,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000329,MCH-002,2024-08-15,Tooling Change,0.41,10.53,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000330,MCH-002,2024-03-06,Tooling Change,0.39,10.0,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000331,MCH-002,2025-03-14,Tooling Change,0.41,10.35,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000332,MCH-002,2025-06-10,Tooling Change,0.29,7.32,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000333,MCH-002,2024-08-20,Tooling Change,0.39,10.0,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000334,MCH-002,2024-02-27,Tooling Change,0.59,14.99,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000335,MCH-002,2025-02-27,Tooling Change,0.42,10.71,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000336,MCH-002,2024-11-13,Tooling Change,0.23,5.89,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000337,MCH-002,2024-05-17,Tooling Change,0.33,8.39,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000338,MCH-002,2025-07-21,Tooling Change,0.37,9.46,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000339,MCH-002,2025-12-19,Tooling Change,0.55,13.92,Night (10PM-6AM),False,Tool replacement for new job setup
DT-000340,MCH-002,2025-04-02,Tooling Change,0.3,7.67,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000341,MCH-002,2025-01-21,Tooling Change,0.29,7.32,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000342,MCH-002,2025-05-06,Tooling Change,0.38,9.82,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000343,MCH-002,2025-10-17,Tooling Change,0.29,7.5,Morning (6AM-2PM),False,Tool replacement for new job setup
DT-000344,MCH-002,2025-12-17,Tooling Change,0.28,7.14,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000345,MCH-002,2025-03-20,Tooling Change,0.37,9.46,Afternoon (2PM-10PM),False,Tool replacement for new job setup
DT-000346,MCH-002,2025-08-18,Material Shortage,2.25,57.48,Night (10PM-6AM),False,Waiting for material delivery
DT-000347,MCH-002,2025-02-03,Material Shortage,3.61,92.11,Night (10PM-6AM),False,Waiting for material delivery
DT-000348,MCH-002,2025-02-07,Material Shortage,2.94,74.97,Morning (6AM-2PM),False,Waiting for material delivery
DT-000349,MCH-002,2025-08-14,Material Shortage,2.51,64.08,Morning (6AM-2PM),False,Waiting for material delivery
DT-000350,MCH-002,2025-08-19,Material Shortage,3.39,86.57,Afternoon (2PM-10PM),False,Waiting for material delivery
DT-000351,MCH-002,2025-05-30,Material Shortage,3.68,93.72,Night (10PM-6AM),False,Waiting for material delivery
DT-000352,MCH-002,2025-10-10,Quality Hold,1.58,40.34,Morning (6AM-2PM),False,Production paused pending quality investigation
DT-000353,MCH-002,2024-09-09,Quality Hold,0.99,25.35,Morning (6AM-2PM),False,Production paused pending quality investigation
DT-000354,MCH-002,2024-08-16,Quality Hold,1.25,31.96,Morning (6AM-2PM),False,Production paused pending quality investigation
DT-000355,MCH-002,2024-04-29,Quality Hold,0.98,24.99,Morning (6AM-2PM),False,Production paused pending quality investigation
DT-000356,MCH-002,2025-06-27,Quality Hold,0.75,19.1,Morning (6AM-2PM),False,Production paused pending quality investigation
DT-000357,MCH-002,2025-05-21,Quality Hold,1.23,31.42,Morning (6AM-2PM),False,Production paused pending quality investigation
DT-000358,MCH-002,2025-11-10,Quality Hold,0.74,18.74,Afternoon (2PM-10PM),False,Production paused pending quality investigation
DT-000359,MCH-002,2025-03-25,Quality Hold,1.02,26.06,Morning (6AM-2PM),False,Production paused pending quality investigation
DT-000360,MCH-002,2024-01-16,Quality Hold,0.69,17.49,Afternoon (2PM-10PM),False,Production paused pending quality investigation
DT-000361,MCH-002,2025-09-25,Quality Hold,0.67,17.14,Night (10PM-6AM),False,Production paused pending quality investigation
DT-000362,MCH-002,2025-12-24,Quality Hold,1.09,27.85,Morning (6AM-2PM),False,Production paused pending quality investigation
DT-000363,MCH-002,2025-06-17,Quality Hold,0.74,18.92,Night (10PM-6AM),False,Production paused pending quality investigation
DT-000364,MCH-002,2025-03-14,Quality Hold,1.57,39.98,Night (10PM-6AM),False,Production paused pending quality investigation
DT-000365,MCH-002,2025-11-03,Quality Hold,1.15,29.45,Afternoon (2PM-10PM),False,Production paused pending quality investigation
DT-000366,MCH-002,2025-04-23,Calibration,0.74,18.74,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-000367,MCH-002,2025-02-27,Calibration,0.53,13.57,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-000368,MCH-002,2024-01-05,Calibration,0.59,14.99,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-000369,MCH-002,2025-09-17,Calibration,1.08,27.49,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-000370,MCH-002,2024-12-16,Calibration,0.71,18.02,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-000371,MCH-002,2024-08-29,Calibration,0.94,24.1,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-000372,MCH-002,2024-07-15,Calibration,1.01,25.7,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-000373,MCH-002,2025-05-14,Calibration,0.65,16.6,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-000374,MCH-002,2024-12-02,Calibration,0.68,17.31,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-000375,MCH-002,2024-02-27,Calibration,0.64,16.25,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-000376,MCH-002,2024-07-09,Calibration,0.37,9.46,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-000377,MCH-002,2025-02-20,Calibration,0.95,24.28,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-000378,MCH-002,2024-07-26,Calibration,1.0,25.52,Morning (6AM-2PM),True,Periodic calibration per quality standard
DT-000379,MCH-002,2025-11-11,Calibration,0.73,18.56,Afternoon (2PM-10PM),True,Periodic calibration per quality standard
DT-000380,MCH-002,2024-02-13,Calibration,0.9,22.85,Night (10PM-6AM),True,Periodic calibration per quality standard
DT-000381,MCH-003,2025-01-01,Planned Maintenance,1.56,39.81,Afternoon (2PM-10PM),True,Scheduled service - production rerouted
